"HHID","SID","personality__satisfaction_satHealth.2005","personality__satisfaction_satHealth.2009","personality__satisfaction_satHealth.2013","personality__satisfaction_satIncome.2005","personality__satisfaction_satIncome.2009","personality__satisfaction_satIncome.2013","personality__satisfaction_satLife.2005","personality__satisfaction_satLife.2009","personality__satisfaction_satLife.2013","personality__A_coarse.2005","personality__A_coarse.2009","personality__A_coarse.2013","personality__A_forgive.2005","personality__A_forgive.2009","personality__A_forgive.2013","personality__A_friendly.2005","personality__A_friendly.2009","personality__A_friendly.2013","personality__C_efficient.2005","personality__C_efficient.2009","personality__C_efficient.2013","personality__C_lazy.2005","personality__C_lazy.2009","personality__C_lazy.2013","personality__C_thorough.2005","personality__C_thorough.2009","personality__C_thorough.2013","personality__E_cmmnctv.2005","personality__E_cmmnctv.2009","personality__E_cmmnctv.2013","personality__E_reserved.2005","personality__E_reserved.2009","personality__E_reserved.2013","personality__E_sociable.2005","personality__E_sociable.2009","personality__E_sociable.2013","personality__N_dealStrss.2005","personality__N_dealStrss.2009","personality__N_dealStrss.2013","personality__N_nervous.2005","personality__N_nervous.2009","personality__N_nervous.2013","personality__N_worry.2005","personality__N_worry.2009","personality__N_worry.2013","personality__O_artExp.2005","personality__O_artExp.2009","personality__O_artExp.2013","personality__O_imagn.2005","personality__O_imagn.2009","personality__O_imagn.2013","personality__O_original.2005","personality__O_original.2009","personality__O_original.2013","predictor__currHealth_currHealth.2005","DOB","Sex","Age"
253324,2533201,7,7,6,5,4,5,8,5,7,6,4,5,6,6,7,4,4,4,5,4,4,2,2,3,6,6,5,6,6,6,5,4,4,4,5,5,3,3,2,3,4,2,4,3,4,3,4,3,5,2,4,4,3,4,2,1958,1,47
253324,2533202,8,2,3,8,8,8,9,7,8,1,1,1,7,1,7,7,7,7,7,7,7,1,7,1,7,7,7,7,6,6,2,6,5,6,6,6,5,4,6,2,3,4,3,4,3,7,7,6,6,4,7,3,6,5,2,1960,2,45
253324,2533203,NA,NA,8,NA,NA,7,NA,NA,8,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,7,NA,NA,3,NA,NA,5,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,6,NA,1992,1,13
253332,2533301,9,8,NA,5,6,NA,8,8,NA,3,4,NA,6,7,NA,6,6,NA,6,6,NA,4,4,NA,7,6,NA,6,6,NA,4,4,NA,6,6,NA,5,7,NA,2,2,NA,3,3,NA,6,6,NA,4,6,NA,4,5,NA,2,1961,1,44
253332,2533302,8,8,NA,8,8,NA,9,8,NA,2,-1,NA,6,1,NA,6,6,NA,7,6,NA,1,-1,NA,7,7,NA,7,7,NA,2,5,NA,7,6,NA,6,7,NA,3,4,NA,2,5,NA,7,7,NA,7,6,NA,6,5,NA,2,1959,2,46
253332,2533303,9,8,NA,7,-1,NA,9,9,NA,4,3,NA,7,6,NA,6,6,NA,6,6,NA,3,4,NA,4,5,NA,5,7,NA,4,2,NA,6,7,NA,5,3,NA,3,2,NA,5,5,NA,4,4,NA,6,5,NA,4,5,NA,2,1988,1,17
253332,2533304,NA,9,NA,NA,8,NA,NA,8,NA,NA,2,NA,NA,7,NA,NA,5,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,7,NA,NA,3,NA,NA,1990,2,15
253359,2533501,4,NA,NA,7,NA,NA,7,NA,NA,3,NA,NA,2,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,7,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,3,NA,NA,2,NA,NA,4,NA,NA,3,NA,NA,3,1962,1,43
253359,2533502,5,NA,NA,7,NA,NA,6,NA,NA,3,NA,NA,3,NA,NA,7,NA,NA,5,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,2,NA,NA,3,NA,NA,2,NA,NA,7,NA,NA,2,NA,NA,3,1964,2,41
253367,2533601,5,4,3,8,8,8,8,8,6,2,5,3,5,6,5,6,4,4,5,7,3,5,6,4,6,6,5,4,2,3,5,6,2,5,4,1,5,2,5,3,5,4,3,7,6,3,1,1,5,2,3,4,2,1,3,1941,1,64
253367,2533602,10,8,4,8,9,9,8,7,6,2,2,1,6,6,7,6,6,7,5,7,7,2,3,1,6,7,7,5,6,5,3,5,2,5,5,6,5,6,3,4,2,3,4,6,4,3,4,4,5,4,1,5,4,4,1,1953,2,52
253367,2533603,10,NA,NA,8,NA,NA,8,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,1,1988,1,17
253375,2533701,7,5,6,5,3,4,9,6,7,4,4,6,5,7,7,7,7,7,7,7,1,7,1,1,7,7,7,4,7,6,4,4,4,4,4,4,7,7,7,1,2,1,2,4,3,7,6,4,7,7,7,7,6,7,3,1945,1,60
253405,2534001,8,NA,NA,8,NA,NA,8,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,7,NA,NA,2,1953,1,52
253405,2534002,4,NA,NA,6,NA,NA,5,NA,NA,2,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,3,NA,NA,4,NA,NA,4,1958,2,47
253405,2534003,8,NA,NA,8,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,2,NA,NA,5,NA,NA,5,NA,NA,2,1980,1,25
253405,2534004,10,NA,NA,9,NA,NA,10,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,1,1983,1,22
253472,2534701,8,6,3,10,10,10,10,9,8,1,1,1,7,3,6,7,7,7,7,6,7,1,1,1,7,6,7,7,6,7,6,4,4,7,4,7,7,4,7,1,2,1,5,2,6,1,2,7,7,6,7,7,4,7,3,1939,2,66
253499,2534902,4,NA,NA,10,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,7,NA,NA,1,NA,NA,5,NA,NA,7,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,7,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,5,1927,2,78
253553,2535501,6,7,4,7,4,4,4,5,6,2,3,3,3,6,4,6,6,6,5,4,5,6,6,5,6,5,6,6,5,6,4,5,5,7,4,5,3,2,2,5,5,4,5,5,5,3,4,4,7,6,6,4,4,4,3,1975,1,30
253553,2535502,7,7,8,3,3,5,5,8,7,2,2,3,6,7,7,6,7,6,4,4,6,4,4,3,5,6,6,5,5,6,3,4,3,6,7,6,3,2,3,7,6,6,6,7,7,6,3,7,7,5,5,3,2,6,2,1975,2,30
253588,2535801,8,8,8,8,8,8,8,8,8,5,5,5,5,3,4,4,4,4,6,6,6,5,6,5,6,7,7,6,7,5,5,6,6,6,6,6,5,6,5,3,3,3,3,4,5,4,5,4,4,6,5,6,5,6,2,1939,1,66
253715,2537101,6,4,NA,8,5,NA,6,3,NA,1,4,NA,7,4,NA,6,4,NA,6,6,NA,2,-1,NA,7,7,NA,6,6,NA,6,7,NA,1,-1,NA,6,3,NA,4,5,NA,7,6,NA,7,5,NA,7,4,NA,5,6,NA,3,1957,1,48
253715,2537105,4,3,2,8,3,8,8,7,5,2,3,3,6,4,4,6,5,7,7,5,5,1,2,4,7,5,6,5,5,6,4,4,4,4,6,5,5,5,5,2,2,2,4,4,6,2,2,2,6,5,5,6,6,5,4,1968,2,37
253723,2537201,7,NA,NA,3,NA,NA,7,NA,NA,5,NA,NA,7,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,2,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,3,1962,1,43
253740,2537401,2,2,6,10,10,9,7,9,8,1,1,1,6,6,6,6,6,6,6,6,6,2,1,2,6,6,7,4,6,5,6,4,6,2,4,5,6,6,5,2,4,2,6,5,5,5,1,7,6,6,4,6,6,4,4,1935,1,70
253774,2537701,7,6,7,5,7,8,7,8,7,2,4,1,6,4,5,6,5,5,6,4,5,2,2,3,7,1,5,5,3,3,6,5,5,4,4,3,5,5,3,4,4,4,6,2,5,4,1,1,6,5,5,6,3,3,3,1935,1,70
253774,2537702,7,7,3,5,7,8,8,8,8,5,3,5,4,6,6,7,6,6,6,6,6,1,1,1,7,7,6,7,6,6,6,5,5,5,6,6,4,5,4,6,2,6,6,5,5,6,4,6,6,5,5,4,6,6,3,1937,2,68
253901,2539001,6,5,NA,8,5,NA,7,8,NA,3,3,NA,5,3,NA,3,5,NA,5,6,NA,4,2,NA,5,6,NA,3,2,NA,2,2,NA,2,2,NA,3,4,NA,1,5,NA,4,5,NA,2,2,NA,2,3,NA,4,4,NA,3,1962,1,43
253901,2539002,7,8,6,3,5,6,8,7,8,2,1,4,5,5,6,6,6,7,6,7,6,2,1,1,7,6,7,5,5,7,4,3,2,3,5,5,5,3,5,1,4,4,7,5,6,4,3,3,4,5,3,3,5,3,2,1967,2,38
253901,2539003,8,NA,NA,6,NA,NA,8,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,2,1982,1,23
253901,2539004,10,5,9,9,5,8,9,8,9,3,2,6,6,2,5,5,6,7,5,6,5,2,2,1,7,6,7,6,7,7,4,2,6,3,7,6,6,5,7,3,3,5,7,3,7,5,5,7,6,5,6,5,5,6,1,1984,1,21
253901,2539005,NA,10,9,NA,5,7,NA,9,8,NA,3,6,NA,4,3,NA,6,6,NA,5,6,NA,4,2,NA,5,6,NA,7,6,NA,2,2,NA,7,6,NA,4,4,NA,3,1,NA,2,3,NA,3,3,NA,5,2,NA,6,4,NA,1991,1,14
253910,2539101,5,3,3,2,3,3,6,7,5,3,3,3,7,2,5,6,7,6,6,7,5,1,7,2,6,7,5,6,7,6,1,4,3,6,7,6,7,7,6,2,1,4,4,6,4,5,1,3,7,7,2,6,6,3,3,1959,1,46
253936,2539301,5,4,6,5,5,8,6,7,7,2,2,2,6,6,4,6,6,6,5,6,5,2,2,1,6,6,5,5,5,5,4,5,5,3,3,3,3,3,3,4,4,5,5,4,3,4,4,4,4,4,4,4,4,3,3,1934,1,71
253936,2539302,5,3,3,5,5,7,6,5,7,5,5,6,5,6,6,5,6,5,6,5,4,2,2,4,6,7,4,6,6,4,4,5,3,4,4,6,4,2,3,3,3,5,5,6,5,5,4,6,5,5,5,4,4,4,3,1935,2,70
253960,2539601,6,4,NA,3,2,NA,3,3,NA,2,1,NA,6,4,NA,6,7,NA,6,6,NA,4,1,NA,7,7,NA,7,7,NA,3,7,NA,7,3,NA,6,5,NA,4,2,NA,6,6,NA,3,3,NA,5,4,NA,4,5,NA,3,1963,2,42
254002,2540001,10,4,4,8,6,8,10,10,7,4,6,6,6,5,4,6,6,5,4,5,5,5,5,2,4,6,5,5,6,4,4,5,5,5,5,4,4,5,4,4,3,4,4,4,4,1,1,1,4,5,4,2,3,5,2,1932,1,73
254002,2540002,8,8,8,5,6,8,7,6,7,6,5,4,5,5,2,5,6,6,5,4,5,2,6,1,6,5,4,5,6,6,4,3,4,3,4,4,5,5,5,4,3,4,5,3,3,5,4,4,4,5,5,4,5,4,1,1943,2,62
254100,2541001,8,8,6,5,8,5,8,10,9,4,4,4,5,5,7,6,6,6,5,5,6,5,2,4,6,6,6,6,4,6,4,3,4,6,4,6,6,6,5,6,2,5,2,2,2,2,1,1,4,4,5,6,5,6,2,1948,1,57
254100,2541002,1,NA,NA,5,NA,NA,1,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,3,NA,NA,3,NA,NA,2,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,3,NA,NA,4,NA,NA,2,NA,NA,4,1923,2,82
254100,2541003,8,8,6,6,8,5,8,9,9,4,5,4,6,5,7,6,5,6,6,5,6,6,2,4,6,6,5,5,5,5,6,5,5,5,6,7,5,3,4,6,4,5,7,6,6,5,2,4,6,4,5,4,3,5,3,1948,2,57
254100,2541004,7,8,8,7,7,8,7,8,9,3,4,5,5,5,6,6,5,6,6,6,6,2,2,2,7,6,7,5,4,6,4,5,4,6,5,6,4,3,4,5,3,2,4,6,6,3,1,2,5,4,4,2,4,4,2,1973,1,32
254100,3875502,4,4,6,6,5,7,6,5,7,2,2,3,3,5,6,4,5,6,4,5,6,1,3,3,6,6,6,3,5,6,3,5,5,4,3,5,5,5,5,4,5,6,5,5,6,3,3,3,3,3,5,3,3,5,4,1980,2,25
254118,2541101,4,3,NA,4,6,NA,6,6,NA,3,2,NA,6,7,NA,6,6,NA,5,6,NA,3,3,NA,5,5,NA,4,5,NA,6,6,NA,4,4,NA,4,4,NA,3,4,NA,6,4,NA,3,3,NA,4,5,NA,4,4,NA,4,1955,2,50
254118,2541102,4,4,5,4,5,3,5,8,5,5,5,4,2,5,6,4,3,5,5,2,6,2,2,5,5,7,7,4,5,5,4,3,6,4,2,5,4,3,3,5,2,1,3,3,5,2,2,1,3,4,3,4,5,3,4,1949,1,56
254118,2541104,10,6,NA,10,5,NA,9,5,NA,1,1,NA,6,5,NA,7,7,NA,6,7,NA,2,4,NA,7,7,NA,7,7,NA,1,1,NA,7,7,NA,7,4,NA,2,1,NA,1,4,NA,7,1,NA,7,7,NA,4,7,NA,1,1987,2,18
254118,3922202,NA,9,NA,NA,1,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,5,NA,NA,4,NA,NA,7,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,1977,1,28
254126,2541201,5,7,5,5,8,6,6,5,5,1,1,1,4,7,6,7,7,6,6,4,5,1,1,1,7,7,7,3,5,6,4,4,5,4,5,6,4,3,3,3,2,5,4,7,6,2,1,1,4,1,3,4,1,2,3,1934,1,71
254126,2541202,5,7,2,5,8,6,5,5,5,1,1,1,4,6,6,7,7,6,6,4,5,1,1,1,7,7,7,7,7,6,4,6,5,4,5,6,4,5,2,3,5,5,4,7,6,2,1,4,4,1,3,4,1,2,4,1935,2,70
254134,2541301,7,6,7,7,7,6,8,6,5,3,5,4,6,6,6,7,6,6,7,6,5,1,1,1,7,7,7,7,7,6,6,2,3,6,6,7,5,4,3,1,3,3,6,5,5,5,5,4,5,4,3,4,5,5,3,1976,1,29
254177,2541701,3,4,5,3,6,6,3,6,7,5,2,1,5,5,5,6,5,6,5,5,5,2,2,2,4,6,6,4,5,5,5,5,5,6,6,6,4,4,5,5,5,4,6,5,6,6,5,5,4,6,6,5,5,5,4,1948,1,57
254177,2541702,8,3,8,8,8,8,8,9,8,2,1,2,7,7,6,6,7,6,3,7,6,2,1,2,7,7,5,4,4,4,5,6,3,5,6,6,4,4,5,3,4,2,5,7,6,5,3,4,4,6,4,4,4,4,2,1955,2,50
254177,2541703,7,9,NA,7,7,NA,9,8,NA,3,2,NA,5,3,NA,6,6,NA,6,5,NA,4,3,NA,6,5,NA,5,5,NA,5,4,NA,5,6,NA,5,5,NA,4,2,NA,4,4,NA,3,2,NA,5,6,NA,4,2,NA,2,1972,2,33
254274,2542701,3,6,NA,7,6,NA,7,6,NA,2,4,NA,5,5,NA,6,6,NA,7,1,NA,4,1,NA,7,7,NA,5,7,NA,3,6,NA,4,5,NA,5,4,NA,6,3,NA,5,6,NA,4,5,NA,7,5,NA,4,4,NA,4,1934,2,71
254274,2542702,6,6,6,7,6,8,8,6,7,5,3,4,4,5,4,5,7,6,6,4,6,6,5,1,7,6,7,7,7,7,5,4,4,5,7,7,5,1,6,4,7,4,5,5,4,6,6,4,6,7,6,5,6,4,2,1939,1,66
254320,2543201,5,7,NA,7,4,NA,7,7,NA,2,1,NA,6,7,NA,7,7,NA,7,7,NA,1,1,NA,7,7,NA,7,7,NA,4,4,NA,3,4,NA,5,7,NA,2,1,NA,3,2,NA,7,7,NA,5,7,NA,5,7,NA,2,1959,2,46
254320,2543202,8,NA,NA,7,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,1,NA,NA,3,NA,NA,1,NA,NA,3,NA,NA,4,NA,NA,3,1984,1,21
254320,2543203,5,4,NA,8,5,NA,8,5,NA,6,5,NA,6,4,NA,7,7,NA,6,7,NA,6,5,NA,6,7,NA,7,7,NA,2,1,NA,7,7,NA,6,7,NA,2,2,NA,6,5,NA,1,1,NA,6,7,NA,6,2,NA,2,1988,1,17
254320,3913402,NA,0,NA,NA,5,NA,NA,8,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,6,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,1960,1,45
254339,2543301,5,6,8,9,8,9,7,8,5,6,4,5,7,4,3,7,7,6,7,7,7,2,2,1,7,7,7,7,7,7,3,3,3,7,6,5,3,3,6,3,3,4,7,5,5,4,4,5,4,5,5,4,5,6,3,1927,1,78
254339,2543302,1,1,3,8,8,9,7,7,4,1,3,2,4,5,3,7,7,6,7,6,7,1,1,1,7,7,7,7,3,4,4,2,5,6,3,3,5,2,3,2,6,4,7,4,5,4,4,5,6,6,5,5,4,4,4,1931,2,74
254355,2543501,6,5,3,6,6,7,7,6,4,1,3,1,7,5,6,6,4,6,5,6,7,1,2,1,7,7,7,4,3,5,4,3,5,5,4,6,4,3,4,1,2,1,4,3,5,1,2,1,4,3,3,4,3,4,3,1974,2,31
254355,2543502,8,7,3,7,7,6,8,6,8,2,3,2,6,6,6,6,6,7,6,6,6,2,2,1,7,7,7,6,6,7,4,5,4,7,6,7,2,3,5,4,5,5,6,6,7,2,6,4,6,5,6,5,4,5,3,1967,1,38
254487,2544801,4,NA,NA,7,NA,NA,6,NA,NA,4,NA,NA,3,NA,NA,5,NA,NA,3,NA,NA,2,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,3,1967,1,38
254525,2545201,9,10,NA,5,5,NA,7,7,NA,7,4,NA,6,7,NA,6,7,NA,7,7,NA,5,1,NA,7,7,NA,3,7,NA,5,1,NA,5,7,NA,3,7,NA,7,7,NA,6,7,NA,4,6,NA,2,7,NA,5,6,NA,2,1973,1,32
254525,2545202,6,5,NA,6,7,NA,6,5,NA,7,1,NA,7,6,NA,7,7,NA,7,7,NA,6,1,NA,7,7,NA,7,7,NA,6,1,NA,7,6,NA,6,2,NA,7,2,NA,6,6,NA,7,4,NA,4,3,NA,5,2,NA,3,1980,2,25
254550,2545501,7,4,NA,7,6,NA,8,7,NA,4,4,NA,4,4,NA,4,5,NA,5,6,NA,4,5,NA,6,5,NA,3,2,NA,5,4,NA,3,3,NA,6,4,NA,3,4,NA,3,4,NA,4,2,NA,5,5,NA,5,6,NA,2,1938,1,67
254550,2545502,8,9,NA,8,8,NA,8,7,NA,5,2,NA,5,5,NA,6,6,NA,6,6,NA,2,3,NA,6,6,NA,6,6,NA,3,3,NA,5,5,NA,6,5,NA,3,3,NA,3,3,NA,5,5,NA,5,5,NA,6,6,NA,2,1936,2,69
254568,2545601,5,8,NA,10,10,NA,9,8,NA,2,2,NA,7,6,NA,6,6,NA,6,7,NA,1,3,NA,6,6,NA,6,7,NA,3,5,NA,7,7,NA,5,6,NA,2,1,NA,5,4,NA,6,6,NA,6,5,NA,5,5,NA,2,1971,2,34
254568,2545602,7,6,NA,10,10,NA,9,5,NA,3,6,NA,5,5,NA,6,6,NA,6,5,NA,2,2,NA,6,6,NA,4,3,NA,3,5,NA,6,3,NA,5,3,NA,2,4,NA,5,5,NA,2,4,NA,3,5,NA,3,3,NA,4,1967,1,38
254584,2545801,5,NA,NA,9,NA,NA,6,NA,NA,2,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,2,NA,NA,6,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,1,NA,NA,3,NA,NA,4,NA,NA,4,1916,2,89
254690,2546901,8,NA,NA,10,NA,NA,2,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,2,NA,NA,7,NA,NA,1,NA,NA,4,NA,NA,1,NA,NA,4,NA,NA,7,NA,NA,4,NA,NA,1,NA,NA,2,1916,2,89
254703,2547001,10,8,10,2,0,8,5,3,7,6,4,1,4,7,4,5,5,7,5,6,7,4,4,4,6,7,5,6,1,1,5,7,7,7,1,1,2,1,7,4,4,4,1,4,1,1,1,1,7,5,7,6,2,1,1,1974,1,31
254703,2547002,NA,10,10,NA,5,5,NA,7,7,NA,1,1,NA,4,7,NA,7,7,NA,7,7,NA,2,1,NA,7,7,NA,4,3,NA,7,7,NA,4,3,NA,2,4,NA,4,1,NA,4,1,NA,4,7,NA,7,4,NA,1,7,NA,1979,2,26
254738,2547301,10,9,NA,8,5,NA,10,8,NA,2,4,NA,7,5,NA,7,5,NA,7,7,NA,1,5,NA,7,7,NA,7,7,NA,1,1,NA,7,5,NA,7,7,NA,1,1,NA,4,5,NA,7,5,NA,7,5,NA,7,4,NA,2,1939,1,66
254738,2547302,10,8,NA,8,10,NA,9,8,NA,1,1,NA,7,5,NA,7,7,NA,7,5,NA,1,4,NA,7,7,NA,7,1,NA,6,7,NA,7,3,NA,4,4,NA,1,7,NA,1,1,NA,4,3,NA,7,1,NA,1,1,NA,2,1940,2,65
254746,2547401,1,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,1,NA,NA,4,1925,2,80
254754,2547501,8,NA,NA,8,NA,NA,8,NA,NA,4,NA,NA,7,NA,NA,5,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,7,NA,NA,5,NA,NA,1,NA,NA,1,NA,NA,4,NA,NA,5,NA,NA,1,NA,NA,2,1945,1,60
254754,2547502,8,6,7,8,8,8,7,5,7,1,1,1,6,7,7,7,5,6,7,5,7,1,1,5,7,5,7,7,5,7,5,5,1,6,4,7,5,1,6,2,7,1,3,7,4,3,2,7,7,4,6,7,2,7,3,1946,2,59
254762,2547601,7,2,6,8,8,7,7,5,8,4,7,7,4,7,7,7,4,7,7,5,7,1,1,1,7,7,7,7,7,7,6,4,7,2,3,3,6,4,7,1,3,3,4,2,1,2,3,3,7,4,7,7,4,7,3,1945,1,60
254762,2547602,10,NA,NA,10,NA,NA,8,NA,NA,1,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,7,NA,NA,4,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,2,1977,2,28
254762,2547603,NA,NA,10,NA,NA,10,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,3,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,7,NA,1971,2,34
254819,2548101,9,8,NA,9,8,NA,8,8,NA,1,2,NA,6,6,NA,6,6,NA,6,6,NA,1,1,NA,7,6,NA,5,6,NA,5,5,NA,6,6,NA,6,5,NA,1,2,NA,2,2,NA,6,5,NA,6,5,NA,6,5,NA,2,1941,2,64
254819,2548102,9,8,NA,8,8,NA,9,7,NA,1,2,NA,6,5,NA,6,4,NA,6,6,NA,1,1,NA,7,6,NA,5,6,NA,2,5,NA,6,6,NA,6,2,NA,1,1,NA,3,2,NA,2,3,NA,4,4,NA,5,4,NA,2,1940,1,65
254916,2549101,7,4,NA,3,5,NA,6,6,NA,2,3,NA,4,7,NA,6,6,NA,6,6,NA,1,2,NA,7,6,NA,6,6,NA,2,2,NA,5,5,NA,2,4,NA,3,2,NA,6,5,NA,5,4,NA,6,7,NA,6,4,NA,3,1969,2,36
254916,2549105,6,6,NA,2,7,NA,8,7,NA,1,2,NA,6,6,NA,6,7,NA,6,7,NA,1,2,NA,7,7,NA,5,5,NA,2,4,NA,4,4,NA,6,7,NA,1,1,NA,2,2,NA,1,1,NA,6,4,NA,5,2,NA,3,1965,1,40
254924,2549201,6,7,5,3,3,3,7,7,7,3,4,6,6,5,6,6,5,7,6,6,7,2,2,1,6,7,7,6,6,7,2,4,4,5,6,6,6,6,6,2,2,3,2,3,5,2,5,5,2,5,6,4,6,7,3,1938,1,67
254924,2549202,3,3,3,3,3,4,7,5,3,2,3,5,7,3,6,5,5,6,7,6,6,1,2,1,6,7,6,5,5,6,5,4,5,5,5,3,4,5,5,7,2,4,5,4,5,5,6,5,5,5,6,4,5,6,4,1939,2,66
254932,2549301,2,3,NA,5,6,NA,6,5,NA,3,5,NA,6,5,NA,6,6,NA,5,6,NA,2,2,NA,6,6,NA,6,7,NA,3,2,NA,3,3,NA,4,5,NA,5,4,NA,5,3,NA,1,3,NA,6,5,NA,4,5,NA,4,1963,1,42
254932,2549302,4,5,NA,9,2,NA,8,7,NA,1,1,NA,7,7,NA,7,7,NA,7,7,NA,1,1,NA,7,7,NA,5,5,NA,7,3,NA,7,5,NA,1,1,NA,7,7,NA,7,7,NA,7,7,NA,7,6,NA,6,2,NA,3,1964,2,41
254959,2549501,6,NA,NA,8,NA,NA,8,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,5,NA,NA,7,NA,NA,7,NA,NA,3,NA,NA,1,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,3,1960,2,45
254959,2549503,5,5,NA,5,5,NA,5,4,NA,1,7,NA,4,3,NA,7,4,NA,6,7,NA,2,1,NA,7,7,NA,7,7,NA,2,4,NA,7,7,NA,1,4,NA,-1,5,NA,7,7,NA,-1,1,NA,7,7,NA,4,5,NA,2,1978,2,27
254959,2549505,7,NA,NA,5,NA,NA,4,NA,NA,2,NA,NA,2,NA,NA,7,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,2,NA,NA,5,NA,NA,3,NA,NA,4,NA,NA,1,NA,NA,6,NA,NA,4,NA,NA,2,1985,1,20
254959,2549506,8,NA,NA,-1,NA,NA,9,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,5,NA,NA,3,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,3,NA,NA,3,NA,NA,3,1987,2,18
